id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
220,Phocaenidae,2011-05-16 13:46:38.151956,2011-05-16 13:46:38.151956,2190,,,,,,,108,,"",5,
221,Phocoena,2011-05-16 13:46:38.156993,2011-05-16 13:46:38.156993,2191,,,,,,,2190,,"",6,
222,Phocoena phocoena,2011-05-16 13:46:38.161886,2011-05-16 13:46:38.161886,2192,,,,,,,2191,,Marsopa común,7,
223,Physeteridae,2011-05-16 13:46:38.1669,2011-05-16 13:46:38.1669,2193,,,,,,,108,,"",5,
224,Physeter,2011-05-16 13:46:38.171835,2011-05-16 13:46:38.171835,2194,,,,,,,2193,,"",6,
225,Physeter catodon,2011-05-16 13:46:38.176847,2011-05-16 13:46:38.176847,2195,,,,,,,2194,,Cachalote,7,
226,Physeter macrocephalus,2011-05-16 13:46:38.181765,2011-05-16 13:46:38.181765,16129,,,,,,,2194,,Cachalote,7,
227,Kogia,2011-05-16 13:46:38.18677,2011-05-16 13:46:38.18677,2196,,,,,,,2193,,"",6,
228,Kogia breviceps,2011-05-16 13:46:38.261016,2011-05-16 13:46:38.261016,2197,,,,,,,2196,,Cachalote pigmeo,7,
229,Kogia sima,2011-05-16 13:46:38.266932,2011-05-16 13:46:38.266932,111777,,,,,,,2196,,Cachalote enano,7,
230,Aves,2011-05-16 13:46:38.272049,2011-05-16 13:46:38.272049,60,,,,,,,10,,"",3,
231,Passeriformes,2011-05-16 13:46:38.27729,2011-05-16 13:46:38.27729,110,,,,,,,60,,"",4,
232,Alaudidae,2011-05-16 13:46:38.282311,2011-05-16 13:46:38.282311,1100,,,,,,,110,,"",5,
233,Alauda,2011-05-16 13:46:38.287494,2011-05-16 13:46:38.287494,2200,,,,,,,1100,,"",6,
235,Lullula,2011-05-16 13:46:38.297743,2011-05-16 13:46:38.297743,2202,,,,,,,1100,,"",6,
237,Galerida,2011-05-16 13:46:38.308245,2011-05-16 13:46:38.308245,2204,,,,,,,1100,,"",6,
240,Chersophilus,2011-05-16 13:46:38.323757,2011-05-16 13:46:38.323757,2207,,,,,,,1100,,"",6,
242,Calandrella,2011-05-16 13:46:38.333937,2011-05-16 13:46:38.333937,2209,,,,,,,1100,,"",6,
245,Melanocorypha,2011-05-16 13:46:38.34887,2011-05-16 13:46:38.34887,2212,,,,,,,1100,,"",6,
247,Melanocorypha yeltoniensis,2011-05-16 13:46:38.35887,2011-05-16 13:46:38.35887,15079,,,,,,,2212,,Calandria negra,7,
248,Hirundidae,2011-05-16 13:46:38.36386,2011-05-16 13:46:38.36386,1101,,,,,,,110,,"",5,
249,Hirundo,2011-05-16 13:46:38.368787,2011-05-16 13:46:38.368787,2215,,,,,,,1101,,"",6,
236,Lullula arborea,2011-05-16 13:46:38.302868,2011-05-21 11:47:00.816005,2203,,3,3,2,3,2,2202,,Totovía,7,71_Lullula_arborea_-_Totovi_a.mp3
14552,prunus avium,2011-05-16 13:48:56.976322,2017-01-09 13:53:48.398122,77200,,,,,,,77150,,Majuelo,9,
246,Melanocorypha calandra,2011-05-16 13:46:38.353902,2011-05-21 11:47:04.083588,2213,,,,,,,2212,,Calandria,7,65_Melanocorypha_calandra_-_Calandria.mp3
243,Calandrella brachydactyla,2011-05-16 13:46:38.338927,2011-05-21 11:47:04.667292,2210,,,,,,,2209,,Terrera común,7,66_Calandrella_brachydactyla_-_Terrera_comu_n.mp3
252,Delichon,2011-05-16 13:46:38.383785,2011-05-16 13:46:38.383785,2218,,,,,,,1101,,"",6,
254,Ptyonoprogne,2011-05-16 13:46:38.393769,2011-05-16 13:46:38.393769,2220,,,,,,,1101,,"",6,
256,Riparia,2011-05-16 13:46:38.403928,2011-05-16 13:46:38.403928,2222,,,,,,,1101,,"",6,
241,Chersophilus duponti,2011-05-16 13:46:38.328852,2012-11-13 12:08:27.496838,2208,,2,,,,,2207,,Alondra de Dupont,7,68_Chersophilus_duponti_-_Alondra_de_Dupont.mp3
258,Motacillidae,2011-05-16 13:46:38.413947,2011-05-16 13:46:38.413947,1102,,,,,,,110,,"",5,
259,Anthus,2011-05-16 13:46:38.418916,2011-05-16 13:46:38.418916,2224,,,,,,,1102,,"",6,
260,Anthus petrosus,2011-05-16 13:46:38.423907,2011-05-16 13:46:38.423907,2225,,,,,,,2224,,Bisbita costero,7,
263,Anthus pratensis,2011-05-16 13:46:38.43894,2011-05-16 13:46:38.43894,2228,,,,,,,2224,,Bisbita común,7,
265,Anthus cervinus,2011-05-16 13:46:38.448906,2011-05-16 13:46:38.448906,106405,,,,,,,2224,,Bisbita gorgirrojo,7,
266,Anthus berthelotii,2011-05-16 13:46:38.453906,2011-05-16 13:46:38.453906,106661,,,,,,,2224,,Bisbita caminero,7,
267,Motacilla,2011-05-16 13:46:38.45888,2011-05-16 13:46:38.45888,2230,,,,,,,1102,,"",6,
271,Bombycillidae,2011-05-16 13:46:38.478864,2011-05-16 13:46:38.478864,1103,,,,,,,110,,"",5,
272,Bombycilla,2011-05-16 13:46:38.483874,2011-05-16 13:46:38.483874,2235,,,,,,,1103,,"",6,
273,Bombycilla garrulus,2011-05-16 13:46:38.488843,2011-05-16 13:46:38.488843,2236,,,,,,,2235,,Ámpelis europeo,7,
274,Pycnonotidae,2011-05-16 13:46:38.493863,2011-05-16 13:46:38.493863,1104,,,,,,,110,,"",5,
275,Pycnonotus,2011-05-16 13:46:38.498824,2011-05-16 13:46:38.498824,2237,,,,,,,1104,,"",6,
276,Pycnonotus barbatus,2011-05-16 13:46:38.503854,2011-05-16 13:46:38.503854,2238,,,,,,,2237,,Bubul naranjero,7,
277,Cinclidae,2011-05-16 13:46:38.569677,2011-05-16 13:46:38.569677,1105,,,,,,,110,,"",5,
278,Cinclus,2011-05-16 13:46:38.583519,2011-05-16 13:46:38.583519,2239,,,,,,,1105,,"",6,
14561,Prunus avium,2011-05-16 13:48:57.078715,2017-01-09 13:58:20.571565,77270,,,,,,,77250,,Cerezo silvestre,9,
280,Troglodytidae,2011-05-16 13:46:38.593814,2011-05-16 13:46:38.593814,1106,,,,,,,110,,"",5,
281,Troglodytes,2011-05-16 13:46:38.598895,2011-05-16 13:46:38.598895,2241,,,,,,,1106,,"",6,
283,Prunellidae,2011-05-16 13:46:38.609164,2011-05-16 13:46:38.609164,1107,,,,,,,110,,"",5,
284,Prunella,2011-05-16 13:46:38.614425,2011-05-16 13:46:38.614425,2243,,,,,,,1107,,"",6,
287,Turdidae,2011-05-16 13:46:38.630093,2011-05-16 13:46:38.630093,1108,,,,,,,110,,"",5,
288,Turdus,2011-05-16 13:46:38.635314,2011-05-16 13:46:38.635314,2247,,,,,,,1108,,"",6,
295,Erithacus,2011-05-16 13:46:38.670706,2011-05-16 13:46:38.670706,2254,,,,,,,1108,,"",6,
297,Luscinia,2011-05-16 13:46:38.680748,2011-05-16 13:46:38.680748,2256,,,,,,,1108,,"",6,
300,Cercotrichas,2011-05-16 13:46:38.696015,2011-05-16 13:46:38.696015,2259,,,,,,,1108,,"",6,
302,Phoenicurus,2011-05-16 13:46:38.706075,2011-05-16 13:46:38.706075,2261,,,,,,,1108,,"",6,
305,Saxicola,2011-05-16 13:46:38.721129,2011-05-16 13:46:38.721129,2264,,,,,,,1108,,"",6,
308,Oenanthe,2011-05-16 13:46:38.736249,2011-05-16 13:46:38.736249,2267,,,,,,,1108,,"",6,
312,Oenanthe leucopyga,2011-05-16 13:46:38.756298,2011-05-16 13:46:38.756298,15087,,,,,,,2267,,Collalba negra de Brehm,7,
313,Monticola,2011-05-16 13:46:38.761536,2011-05-16 13:46:38.761536,2271,,,,,,,1108,,"",6,
316,Sylviidae,2011-05-16 13:46:38.776642,2011-05-16 13:46:38.776642,1109,,,,,,,110,,"",5,
317,Sylvia,2011-05-16 13:46:38.781616,2011-05-16 13:46:38.781616,2275,,,,,,,1109,,"",6,
328,Sylvia curruca,2011-05-16 13:46:38.906537,2011-05-16 13:46:38.906537,15112,,,,,,,2275,,Curruca zarcerilla,7,
329,Sylvia nisoria,2011-05-16 13:46:38.911706,2011-05-16 13:46:38.911706,15113,,,,,,,2275,,Curruca gavilana,7,
314,Monticola saxatilis,2011-05-16 13:46:38.766615,2011-05-21 11:47:01.048487,2272,,4,8,4,2,2,2271,,Roquero rojo,7,12_Monticola_saxatilis_-_Roquero_rojo.mp3
293,Turdus merula,2011-05-16 13:46:38.660666,2011-05-21 11:46:58.785057,2252,,7,2,2,3,3,2247,,Mirlo común,7,15_Turdus_merula_-_Mirlo_comu_n.mp3
255,Ptyonoprogne rupestris,2011-05-16 13:46:38.398925,2011-05-21 11:47:01.072536,2221,,,,,,,2220,,Avión roquero,7,76_Ptyonoprogne_rupestris_-_Avio_n_roquero.mp3
292,Turdus pilaris,2011-05-16 13:46:38.655706,2011-05-19 18:35:52.714328,2251,,3,3,2,4,3,2247,,Zorzal real,7,
294,Turdus torquatus,2011-05-16 13:46:38.665741,2011-05-21 11:46:59.035181,2253,,4,3,2,4,3,2247,,Mirlo capiblanco,7,14_Turdus_torquatus_-_Mirlo_capiblanco.mp3
253,Delichon urbicum,2011-05-16 13:46:38.388746,2011-05-21 11:56:29.762429,2219,,,,,,,2218,,Avión común,7,77_Delichon_urbica_-_Avio_n_comu_n.mp3
250,Hirundo rustica,2011-05-16 13:46:38.37382,2011-05-21 11:47:00.326662,2216,,,,,,,2215,,Golondrina común,7,74_Hirundo_rustica_-_Golondrina_comu_n.mp3
296,Erithacus rubecula,2011-05-16 13:46:38.675773,2011-05-21 11:47:04.480258,2255,,7,3,2,3,3,2254,,Petirrojo,7,02_Erithacus_rubecula_-_Petirrojo.mp3
309,Oenanthe oenanthe,2011-05-16 13:46:38.741211,2011-05-21 11:47:00.209312,2268,,4,2,2,2,2,2267,,Collalba gris,7,09_Oenanthe_oenanthe_-_Collalba_gris.mp3
327,Sylvia hortensis,2011-05-16 13:46:38.901308,2011-05-21 11:47:02.461333,2284,,,,,,,2275,,Curruca mirlona,7,32_Sylvia_hortensis_-_Curruca_mirlona.mp3
289,Turdus viscivorus,2011-05-16 13:46:38.640432,2011-05-21 11:46:58.395285,2248,,3,7,5,3,3,2247,,Zorzal charlo,7,18_Turdus_viscivorus_-_Zorzal_charlo.mp3
319,Sylvia sarda,2011-05-16 13:46:38.791635,2011-05-21 11:46:59.690843,2277,,,,,,,2275,,Curruca sarda,7,27_Sylvia_sarda_-_Curruca_sarda.mp3
290,Turdus philomelos,2011-05-16 13:46:38.645584,2011-05-21 06:55:57.560882,2249,,3,3,2,4,3,2247,,Zorzal común,7,16_Turdus_philomelos_-_Zorzal_comu_n.mp3
321,Sylvia conspicillata,2011-05-16 13:46:38.801705,2011-05-21 11:46:57.7403,2279,,6,4,3,3,3,2275,,Curruca tomillera,7,29_Sylvia_conspicillata.mp3
299,Luscinia svecica,2011-05-16 13:46:38.690986,2011-05-21 11:47:01.937378,2258,,,,,,,2256,,Pechiazul,7,04_Luscinia_svecica_-_Pechiazual.mp3
318,Sylvia undata,2011-05-16 13:46:38.786638,2011-05-21 11:47:00.084719,2276,,6,4,3,3,3,2275,,Curruca rabilarga,7,28_Sylvia_undata_-_Curruca_rabilarga.mp3
291,Turdus iliacus,2011-05-16 13:46:38.650592,2011-05-21 11:47:00.598747,2250,,3,3,2,4,3,2247,,Zorzal alirrojo,7,17_Turdus_iliacus_-_Zorzal_alirrojo.mp3
264,Anthus campestris,2011-05-16 13:46:38.443926,2011-05-21 11:47:01.910888,2229,,2,2,2,2,2,2224,,Bisbita campestre,7,80_Anthus_campestris_-_Bisbita_campestre.mp3
262,Anthus trivialis,2011-05-16 13:46:38.433939,2011-05-21 11:47:02.188558,2227,,,,,,,2224,,Bisbita arboreo,7,79_Anthus_trivialis_-_Bisbita_arbo_reo.mp3
303,Phoenicurus phoenicurus,2011-05-16 13:46:38.71111,2011-05-21 11:47:02.240304,2262,,,,,,,2261,,Colirrojo real,7,06_Phoenicurus_phoenicurus_-_Colirrojo_real.mp3
282,Troglodytes troglodytes,2011-05-16 13:46:38.604079,2011-05-21 11:47:02.490282,2242,,6,5,2,3,2,2241,,Chochín,7,85_Troglodytes_troglodytes_-_Chochi_n.mp3
310,Oenanthe hispanica,2011-05-16 13:46:38.74625,2011-05-21 11:47:03.818594,2269,,2,4,3,2,2,2267,,Collalba rubia,7,11_Oenanthe_hispanica_-_Collalba_rubia.mp3
330,Locustella,2011-05-16 13:46:38.916902,2011-05-16 13:46:38.916902,2285,,,,,,,1109,,"",6,
332,Locustella naevia,2011-05-16 13:46:38.92731,2011-05-16 13:46:38.92731,2287,,,,,,,2285,,Buscarla pintoja,7,
333,Cisticola,2011-05-16 13:46:38.93274,2011-05-16 13:46:38.93274,2288,,,,,,,1109,,"",6,
334,Cisticola juncidis,2011-05-16 13:46:38.937896,2011-05-16 13:46:38.937896,2289,,,,,,,2288,,Buitrón,7,
335,Cettia,2011-05-16 13:46:38.943113,2011-05-16 13:46:38.943113,2290,,,,,,,1109,,"",6,
268,Motacilla alba,2011-05-16 13:46:38.46389,2012-11-13 12:09:15.204232,2231,,2,,,,,2230,,Lavandera blanca,7,83_Motacilla_alba_-_Lavandera_blanca.mp3
298,Luscinia megarhynchos,2011-05-16 13:46:38.685992,2012-11-13 12:10:20.576596,2257,,7,,,,,2256,,Ruiseñor común,7,03_Luscinia_megarhynchos_-_Ruisen_or.mp3
326,Sylvia melanocephala,2011-05-16 13:46:38.88741,2012-11-13 12:11:43.023341,2283,,6,,,,,2275,,Curruca cabecinegra,7,31_Sylvia_melanocephala_-_Curruca_cabecinegra.mp3
324,Sylvia atricapilla,2011-05-16 13:46:38.816841,2012-11-13 12:11:57.200069,2282,,6,,,,,2275,,Curruca capirotada,7,35_Sylvia_atricapilla_-_Curruca_capirotada.mp3
325,Sylvia atricapilla subsp. atricapilla,2011-05-16 13:46:38.821876,2012-11-13 12:26:00.760611,15145,,3,,,,,2282,,Curruca capirotada,8,
337,Acrocephalus,2011-05-16 13:46:38.953557,2011-05-16 13:46:38.953557,2292,,,,,,,1109,,"",6,
340,Acrocephalus schoenobaenus,2011-05-16 13:46:38.969128,2011-05-16 13:46:38.969128,2295,,,,,,,2292,,Carricerín común,7,
515,Diomedea,2011-05-16 13:46:40.075018,2011-05-16 13:46:40.075018,2408,,,,,,,1132,,"",6,
341,Acrocephalus paludicola,2011-05-16 13:46:38.974254,2011-05-16 13:46:38.974254,2296,,,,,,,2292,,Carricerín cejudo,7,
343,Acrocephalus palustris,2011-05-16 13:46:38.984336,2011-05-16 13:46:38.984336,15119,,,,,,,2292,,Carricero políglota,7,
344,Acrocephalus dumetorum,2011-05-16 13:46:38.989363,2011-05-16 13:46:38.989363,16261,,,,,,,2292,,Carricero de Blyth,7,
345,Hippolais,2011-05-16 13:46:38.994451,2011-05-16 13:46:38.994451,2298,,,,,,,1109,,"",6,
348,Hippolais icterina,2011-05-16 13:46:39.009846,2011-05-16 13:46:39.009846,15065,,,,,,,2298,,Zarcero icterino,7,
349,Phylloscopus,2011-05-16 13:46:39.015113,2011-05-16 13:46:39.015113,2301,,,,,,,1109,,"",6,
351,Phylloscopus sibilatrix,2011-05-16 13:46:39.02521,2011-05-16 13:46:39.02521,2303,,,,,,,2301,,Mosquitero silbador,7,
354,Phylloscopus brehmii,2011-05-16 13:46:39.040286,2011-05-16 13:46:39.040286,15100,,,,,,,2301,,Mosquitero ibérico,7,
355,Phylloscopus inornatus,2011-05-16 13:46:39.045379,2011-05-16 13:46:39.045379,15101,,,,,,,2301,,Mosquitero bilistado,7,
356,Phylloscopus proregulus,2011-05-16 13:46:39.050374,2011-05-16 13:46:39.050374,15102,,,,,,,2301,,Mosquitero de Pallas,7,
357,Phylloscopus schwarzi,2011-05-16 13:46:39.055436,2011-05-16 13:46:39.055436,15103,,,,,,,2301,,Mosquitero de Schwarz,7,
358,Phylloscopus ibericus,2011-05-16 13:46:39.060459,2011-05-16 13:46:39.060459,111800,,,,,,,2301,,"",7,
359,Regulus,2011-05-16 13:46:39.065514,2011-05-16 13:46:39.065514,2306,,,,,,,1109,,"",6,
362,Muscicapidae,2011-05-16 13:46:39.080597,2011-05-16 13:46:39.080597,1110,,,,,,,110,,"",5,
363,Muscicapa,2011-05-16 13:46:39.085678,2011-05-16 13:46:39.085678,2309,,,,,,,1110,,"",6,
365,Ficedula,2011-05-16 13:46:39.095786,2011-05-16 13:46:39.095786,2311,,,,,,,1110,,"",6,
367,Ficedula albicollis,2011-05-16 13:46:39.105945,2011-05-16 13:46:39.105945,15059,,,,,,,2311,,Papamoscas collarino,7,
368,Ficedula parva,2011-05-16 13:46:39.110956,2011-05-16 13:46:39.110956,15060,,,,,,,2311,,Papamoscas papirrojo,7,
369,Paridae,2011-05-16 13:46:39.115999,2011-05-16 13:46:39.115999,1111,,,,,,,110,,"",5,
370,Parus,2011-05-16 13:46:39.120974,2011-05-16 13:46:39.120974,2317,,,,,,,1111,,"",6,
372,Periparus,2011-05-16 13:46:39.130975,2011-05-16 13:46:39.130975,111801,,,,,,,1111,,"",6,
374,Cyanistes,2011-05-16 13:46:39.141045,2011-05-16 13:46:39.141045,111802,,,,,,,1111,,"",6,
376,Lophophanes,2011-05-16 13:46:39.221043,2011-05-16 13:46:39.221043,111803,,,,,,,1111,,"",6,
378,Aegithalidae,2011-05-16 13:46:39.231562,2011-05-16 13:46:39.231562,1112,,,,,,,110,,"",5,
379,Aegithalos,2011-05-16 13:46:39.236791,2011-05-16 13:46:39.236791,2315,,,,,,,1112,,"",6,
381,Timalidae,2011-05-16 13:46:39.247412,2011-05-16 13:46:39.247412,1113,,,,,,,110,,"",5,
382,Panurus,2011-05-16 13:46:39.252839,2011-05-16 13:46:39.252839,2313,,,,,,,1113,,"",6,
384,Sittidae,2011-05-16 13:46:39.26325,2011-05-16 13:46:39.26325,1114,,,,,,,110,,"",5,
385,Sitta,2011-05-16 13:46:39.268427,2011-05-16 13:46:39.268427,2322,,,,,,,1114,,"",6,
387,Tichodromadidae,2011-05-16 13:46:39.27884,2011-05-16 13:46:39.27884,1115,,,,,,,110,,"",5,
388,Tichodroma,2011-05-16 13:46:39.284011,2011-05-16 13:46:39.284011,2324,,,,,,,1115,,"",6,
390,Certhiidae,2011-05-16 13:46:39.294222,2011-05-16 13:46:39.294222,1116,,,,,,,110,,"",5,
391,Certhia,2011-05-16 13:46:39.299231,2011-05-16 13:46:39.299231,2326,,,,,,,1116,,"",6,
394,Remizidae,2011-05-16 13:46:39.314488,2011-05-16 13:46:39.314488,1117,,,,,,,110,,"",5,
395,Remiz,2011-05-16 13:46:39.319471,2011-05-16 13:46:39.319471,2329,,,,,,,1117,,"",6,
396,Remiz pendulinus,2011-05-16 13:46:39.324628,2011-05-16 13:46:39.324628,2330,,,,,,,2329,,Pájaro moscón,7,
397,Nectariniidae,2011-05-16 13:46:39.329672,2011-05-16 13:46:39.329672,1118,,,,,,,110,,"",5,
398,Nectarinia,2011-05-16 13:46:39.334767,2011-05-16 13:46:39.334767,2331,,,,,,,1118,,"",6,
399,Nectarinia osea,2011-05-16 13:46:39.339762,2011-05-16 13:46:39.339762,2332,,,,,,,2331,,"",7,
400,Oriolidae,2011-05-16 13:46:39.344895,2011-05-16 13:46:39.344895,1119,,,,,,,110,,"",5,
401,Oriolus,2011-05-16 13:46:39.3499,2011-05-16 13:46:39.3499,2333,,,,,,,1119,,"",6,
403,Lanidae,2011-05-16 13:46:39.360091,2011-05-16 13:46:39.360091,1120,,,,,,,110,,"",5,
404,Lanius,2011-05-16 13:46:39.365158,2011-05-16 13:46:39.365158,2335,,,,,,,1120,,"",6,
407,Lanius minor,2011-05-16 13:46:39.380242,2011-05-16 13:46:39.380242,2338,,,,,,,2335,,Alcaudón menor,7,
410,Passeridae,2011-05-16 13:46:39.395432,2011-05-16 13:46:39.395432,1121,,,,,,,110,,"",5,
336,Cettia cetti,2011-05-16 13:46:38.948283,2011-05-21 11:47:00.01033,2291,,,,,,,2290,,Ruiseñor bastardo,7,19_Cettia_cetti_-_Ruisen_or_bastardo.mp3
342,Acrocephalus scirpaceus,2011-05-16 13:46:38.979231,2011-05-21 11:47:04.817322,2297,,,,,,,2292,,Carricero común,7,23_Acrocephalus_scirpaceus_-_Carricero_comu_n.mp3
346,Hippolais pallida,2011-05-16 13:46:38.999449,2011-05-21 11:47:02.91923,2299,,,,,,,2298,,Zarcero pálido,7,25_Hippolais_pallida_-_Zarcero_pa_lido.mp3
393,Certhia familiaris,2011-05-16 13:46:39.309383,2011-05-21 11:47:04.415202,2328,,,,,,,2326,,Agateador norteño,7,52_Certhia_familiaris_-_Agateador_norten_o.mp3
375,Cyanistes caeruleus,2011-05-16 13:46:39.146167,2011-05-19 18:36:27.70549,2320,,7,3,2,3,4,111802,,Herrerillo común,7,
380,Aegithalos caudatus,2011-05-16 13:46:39.242138,2011-05-21 11:47:01.802347,2316,,7,2,2,3,2,2315,,Mito,7,48_Aegithalos_caudatus_-_Mito.mp3
361,Regulus ignicapillus,2011-05-16 13:46:39.075568,2011-05-21 11:46:59.515447,2308,,7,3,2,3,2,2306,,Reyezuelo listado,7,39_Regulus_ignicapillus_-_Reyezuelo_listado.mp3
392,Certhia brachydactyla,2011-05-16 13:46:39.304353,2011-05-19 18:36:31.787875,2327,,7,3,2,3,2,2326,,Agateador común,7,
383,Panurus biarmicus,2011-05-16 13:46:39.258055,2011-05-21 11:46:58.658632,2314,,,,,,,2313,,Bigotudo,7,42_Panurus_biarmicus_-_Bigotudo.mp3
386,Sitta europaea,2011-05-16 13:46:39.273655,2011-05-21 11:46:59.241031,2323,,7,2,2,3,2,2322,,Trepador azul,7,51_Sitta_europaea_-_Trepador_azul.mp3
406,Lanius excubitor,2011-05-16 13:46:39.375246,2011-05-21 11:46:57.486556,2337,,2,4,3,3,6,2335,,Alcaudón real,7,56_Lanius_excubitor_-_Alcaudo_n_real.mp3
377,Lophophanes cristatus,2011-05-16 13:46:39.226406,2011-05-21 11:47:00.241213,2321,,7,3,2,3,4,111803,,Herrerillo capuchino,7,44_Parus_cristatus_-_Herrerillo_capuchino.mp3
339,Acrocephalus arundinaceus,2011-05-16 13:46:38.963873,2011-05-21 11:47:03.843179,2294,,,,,,,2292,,Carricero tordal,7,24_Acrocephalus_arundinaceus_-_Carricero_tordal.mp3
373,Periparus ater,2011-05-16 13:46:39.136018,2011-05-21 11:47:04.029626,2318,,7,2,2,3,4,111801,,Carbonero garrapinos,7,45_Parus_ater_-_Carbonero_garrapinos.mp3
371,Parus major,2011-05-16 13:46:39.125991,2011-05-21 12:01:15.640462,2319,,7,2,2,3,4,2317,,Carbonero común,7,47_PArus_major_-_Carbonero_comu_n.mp3
411,Passer,2011-05-16 13:46:39.400448,2011-05-16 13:46:39.400448,2340,,,,,,,1121,,"",6,
414,Passer hispaniolensis,2011-05-16 13:46:39.415836,2011-05-16 13:46:39.415836,2343,,,,,,,2340,,Gorrión moruno,7,
415,Petronia,2011-05-16 13:46:39.420907,2011-05-16 13:46:39.420907,2344,,,,,,,1121,,"",6,
417,Corvidae,2011-05-16 13:46:39.431173,2011-05-16 13:46:39.431173,1122,,,,,,,110,,"",5,
418,Corvus,2011-05-16 13:46:39.43622,2011-05-16 13:46:39.43622,2346,,,,,,,1122,,"",6,
423,Corvus corone subsp. corone,2011-05-16 13:46:39.461454,2011-05-16 13:46:39.461454,15141,,,,,,,2350,,Corneja negra,8,
424,Corvus corone subsp. cornix,2011-05-16 13:46:39.466566,2011-05-16 13:46:39.466566,15142,,,,,,,2350,,Corneja cenicienta,8,
409,Lanius meridionalis,2011-05-16 13:46:39.39035,2012-11-13 12:14:25.212326,2691,,2,,,,,2335,,Alcaudón real,7,
352,Phylloscopus trochilus,2011-05-16 13:46:39.030229,2012-11-13 12:26:51.132418,2304,,7,,,,,2301,,Mosquitero musical,7,
425,Pyrrhocorax,2011-05-16 13:46:39.541028,2011-05-16 13:46:39.541028,2351,,,,,,,1122,,"",6,
428,Cyanopica,2011-05-16 13:46:39.557137,2011-05-16 13:46:39.557137,2354,,,,,,,1122,,"",6,
430,Pica,2011-05-16 13:46:39.56754,2011-05-16 13:46:39.56754,2356,,,,,,,1122,,"",6,
432,Garrulus,2011-05-16 13:46:39.578012,2011-05-16 13:46:39.578012,2358,,,,,,,1122,,"",6,
434,Fringillidae,2011-05-16 13:46:39.588501,2011-05-16 13:46:39.588501,1123,,,,,,,110,,"",5,
435,Fringilla,2011-05-16 13:46:39.593746,2011-05-16 13:46:39.593746,2360,,,,,,,1123,,"",6,
438,Fringilla teydea,2011-05-16 13:46:39.609298,2011-05-16 13:46:39.609298,2709,,,,,,,2360,,Pinzón azul de Tenerife,7,
439,Coccothraustes,2011-05-16 13:46:39.614488,2011-05-16 13:46:39.614488,2363,,,,,,,1123,,"",6,
441,Serinus,2011-05-16 13:46:39.624689,2011-05-16 13:46:39.624689,2365,,,,,,,1123,,"",6,
444,Carduelis,2011-05-16 13:46:39.639927,2011-05-16 13:46:39.639927,2368,,,,,,,1123,,"",6,
449,Bucanetes,2011-05-16 13:46:39.665966,2011-05-16 13:46:39.665966,2372,,,,,,,1123,,"",6,
451,Loxia,2011-05-16 13:46:39.676094,2011-05-16 13:46:39.676094,2374,,,,,,,1123,,"",6,
453,Acanthis,2011-05-16 13:46:39.686232,2011-05-16 13:46:39.686232,15152,,,,,,,1123,,"",6,
455,Pyrrhula,2011-05-16 13:46:39.696439,2011-05-16 13:46:39.696439,106662,,,,,,,1123,,"",6,
456,Pyrrhula pyrrhula,2011-05-16 13:46:39.701494,2011-05-16 13:46:39.701494,106663,,,,,,,106662,,Camachuelo común,7,
457,Sturnidae,2011-05-16 13:46:39.706588,2011-05-16 13:46:39.706588,1124,,,,,,,110,,"",5,
458,Sturnus,2011-05-16 13:46:39.711618,2011-05-16 13:46:39.711618,2384,,,,,,,1124,,"",6,
461,Emberizidae,2011-05-16 13:46:39.726901,2011-05-16 13:46:39.726901,1125,,,,,,,110,,"",5,
462,Emberiza,2011-05-16 13:46:39.731949,2011-05-16 13:46:39.731949,2387,,,,,,,1125,,"",6,
468,Emberiza schoeniclus subsp. schoeniclus,2011-05-16 13:46:39.762751,2011-05-16 13:46:39.762751,111804,,,,,,,2392,,"",8,
469,Emberiza schoeniclus subsp. whiterby,2011-05-16 13:46:39.767833,2011-05-16 13:46:39.767833,111805,,,,,,,2392,,"",8,
470,Emberiza schoeniclus subsp. lusitanica,2011-05-16 13:46:39.772936,2011-05-16 13:46:39.772936,111806,,,,,,,2392,,"",8,
471,Emberiza pusilla,2011-05-16 13:46:39.777996,2011-05-16 13:46:39.777996,15057,,,,,,,2387,,Escribano pigmeo,7,
472,Emberiza melanocephala,2011-05-16 13:46:39.783114,2011-05-16 13:46:39.783114,15058,,,,,,,2387,,Escribano cabecinegro,7,
473,Miliaria,2011-05-16 13:46:39.788166,2011-05-16 13:46:39.788166,2393,,,,,,,1125,,"",6,
475,Plectrophenax,2011-05-16 13:46:39.868484,2011-05-16 13:46:39.868484,106667,,,,,,,1125,,"",6,
476,Plectrophenax nivalis,2011-05-16 13:46:39.873996,2011-05-16 13:46:39.873996,106668,,,,,,,106667,,Escribano nival,7,
477,Estrildidae,2011-05-16 13:46:39.879251,2011-05-16 13:46:39.879251,1126,,,,,,,110,,"",5,
478,Amandava,2011-05-16 13:46:39.884493,2011-05-16 13:46:39.884493,2376,,,,,,,1126,,"",6,
479,Amandava amandava,2011-05-16 13:46:39.889731,2011-05-16 13:46:39.889731,2377,,,,,,,2376,,Bengalí de la India,7,
480,Estrilda,2011-05-16 13:46:39.895064,2011-05-16 13:46:39.895064,2378,,,,,,,1126,,"",6,
